SLIPID,SLIPTIMESTAMP,PLAYER_ID,CURRENTSF,LOGSF,STAKE,GGR,BETODD,SPORTNAMEENGLISH,LEAGUENAMEENGLISH,EVENTDESCRIPTION,GAMEDESCRIPTION,Market Name,Market Name Corners,RESULTDESCRIPTION,SRC_EVENT_ID,GOAL_EXP_HOME,GOAL_EXP_AWAY,DRAW_FACTOR,FIRST_HALF_GOALS_PERC,INJURY_TIME_1ST_HALF,INJURY_TIME_2ND_HALF,MINUTES,Data Set,Default 1st Half Injury Time,1st Half Injury Time change?,Magnitude of change,Magnitude of change relative,Concat
7795357650,0.024791667,706234887,0.3,0.3,3.92016975,-4.31218673,2.1,Football,EFL Cup,Arsenal - Newcastle United,Total Corners,Total Corners,Total Corners,"Over 11,5",7531246,2.3673,0.7226,0.9737,0.437,2,5,77,Dynamic,2,No change in 1st Half Inj Time,0,0,"7531246Over 11,5Total Corners"
7693930579,0.008877315,703869300,0.01,1,50,50,2.65,Football,Premier League,Tottenham Hotspur - Fulham,Total Corners,Total Corners,Total Corners,"Under 17,5",7510205,1.8314,1.4769,0.9367,0.437,3,7,83,Dynamic,4,1st Half Inj Time decreased,1,-1,"7510205Under 17,5Total Corners"
7697497625,0.032766204,703624935,0.01,0.01,2,2,2.2,Football,AFC Champions League,Al Ahli Jeddah - Esteghlal FC Tehran,Total Corners,Total Corners,Total Corners,"Over 6,5",7522383,2.271,0.3624,0.9561,0.4614,2,5,44,Dynamic,2,1st Half Inj Time increased,3,3,"7522383Over 6,5Total Corners"
7614513960,0.027685185,703123664,0.01,1,347.1188423,43.86943787,1.87,Football,UEFA Champions League,Lille OSC - Juventus,Lille OSC - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 1,5",6572299,0.8059,1.3997,0.9548,0.437,3,5,79,Dynamic,2,1st Half Inj Time increased,1,1,"6572299Under 1,5Medium Dog - Total Corners"
7789888698,0.025555556,707889668,0.06,0.06,2.55645675,2.55645675,11.5,Football,Premiership,Hibernian - Rangers FC,Total Corners,Total Corners,Total Corners,"Over 20,5",7531833,0.9625,2.0101,0.9676,0.437,2,5,77,Dynamic,2,No change in 1st Half Inj Time,0,0,"7531833Over 20,5Total Corners"
7897964384,0.009988426,410333913,0.3,0.3,1,1,1.1,Football,UEFA Europa League,FC Porto - AS Roma,Total Corners,Total Corners,Total Corners,"Under 9,5",7556208,1.4208,0.9766,0.9476,0.437,4,5,51,Dynamic,2,1st Half Inj Time increased,2,2,"7556208Under 9,5Total Corners"
7901306084,0.004849537,709328228,0.3,1,23.026,-29.9338,2.3,Football,A-League,Melbourne City FC - Perth Glory,Total Corners,Total Corners,Total Corners,"Under 9,5",7556915,2.2835,1.0222,0.9465,0.4472,3,5,47,Dynamic,2,1st Half Inj Time increased,1,1,"7556915Under 9,5Total Corners"
7898360826,0.031967593,709276816,0.3,0.3,1.6719874,1.6719874,1.77,Football,Paulista Serie A1,AA Internacional Limeira SP - SE Palmeiras SP,Total Corners,Total Corners,Total Corners,"Over 6,5",7556052,0.583,2.1729,0.9696,0.5094,3,5,57,Dynamic,2,1st Half Inj Time increased,1,1,"7556052Over 6,5Total Corners"
7907040032,0.02494213,708441559,0.01,0.01,2,-7,4.5,Football,LaLiga,RCD Mallorca - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Over 7,5",7557522,1.4702,0.8474,0.9349,0.437,3,7,47,Dynamic,4,1st Half Inj Time decreased,1,-1,"7557522Over 7,5Total Corners"
7848884467,0.036111111,631376172,0.06,0.06,30,30,2.3,Football,Serie A,Genoa CFC - AC Monza,AC Monza - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 3,5",7537760,1.3888,0.9446,0.9229,0.4825,3,6,45,Dynamic,3,No change in 1st Half Inj Time,0,0,"7537760Under 3,5Slight Dog - Total Corners"
7923476398,0.034490741,708617316,0.01,1,62.5,-1.8,2.6,Football,"Primera A, Apertura",Aguilas Doradas Rionegro - CD Once Caldas,Total Corners,Total Corners,Total Corners,"Under 9,5",7561906,1.3153,0.9009,0.9333,0.445,2,5,29,Dynamic,2,1st Half Inj Time decreased,1,-1,"7561906Under 9,5Total Corners"
7700975402,0.022650463,18342952,0.06,0.06,4.75837,-3.5687775,1.75,Football,Premier League,Leicester City - West Ham United,West Ham United - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 8,5",7511223,1.1798,1.8286,0.9188,0.437,4,7,57,Dynamic,4,No change in 1st Half Inj Time,0,0,"7511223Over 8,5Medium Jolly - Total Corners"
7647863133,0.028148148,703442514,0.3,0.3,53.68504482,-182.5291524,4.4,Football,UEFA Nations League,Turkey - Wales,Total Corners,Total Corners,Total Corners,"Under 11,5",7511866,2.2296,0.8973,0.9533,0.442,2,5,39,Dynamic,2,1st Half Inj Time increased,3,3,"7511866Under 11,5Total Corners"
7880985605,0.035613426,704263092,0.01,0.01,2,2,2.05,Football,FA Cup,Leyton Orient - Manchester City,Manchester City - Total Corners,Strong Jolly - Total Corners,Strong Corner Jolly - Total Corners,"Over 11,5",7538932,0.5428,3.4197,0.9157,0.4597,2,5,35,Dynamic,2,1st Half Inj Time increased,4,4,"7538932Over 11,5Strong Jolly - Total Corners"
7868588921,0.017280093,704902998,0.01,1,3.80276342,3.80276342,6.75,Football,Primeira Liga,Rio Ave FC - FC Porto,Most Corners,Most Corners,Most Corners,X,7541060,0.6628,2.3909,0.9641,0.437,3,5,77,Dynamic,2,1st Half Inj Time increased,1,1,7541060XMost Corners
7868008682,0.022974537,563358575,0.06,0.06,2.14,0.78,15,Football,Super Lig,Gaziantep FK - Galatasaray SK,Total Corners,Total Corners,Total Corners,"Under 12,5",7541632,1.1094,2.5348,0.9558,0.437,5,5,69,Dynamic,2,1st Half Inj Time increased,3,3,"7541632Under 12,5Total Corners"
7805750054,0.027268519,707659047,0.3,1,54.63418562,54.63418562,1.55,Football,"Liga MX, Clausura",Guadalajara Chivas - Club Santos Laguna,Total Corners,Total Corners,Total Corners,"Over 10,5",7531949,2.0629,0.8135,0.95,0.437,3,5,68,Dynamic,2,1st Half Inj Time increased,1,1,"7531949Over 10,5Total Corners"
7803203591,0.023449074,707898976,0.3,1,56.89807686,-159.3146152,3.8,Football,FA Cup,Bristol City - Wolverhampton Wanderers,Most Corners,Most Corners,Most Corners,Wolverhampton Wanderers,7525530,1.1198,1.4495,0.9435,0.437,1,5,74,Dynamic,2,1st Half Inj Time decreased,1,-1,7525530Wolverhampton WanderersMost Corners
7672724422,0.018506944,700227831,0.01,1,15,15,3.4,Football,Serie A,SS Lazio - Bologna FC,Bologna FC - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 0,5",7510657,1.4892,0.8569,0.9288,0.437,3,6,80,Dynamic,3,No change in 1st Half Inj Time,0,0,"7510657Over 0,5Medium Dog - Total Corners"
7784864115,0.041145833,707783699,0.01,0.3,1.5510037,1.5510037,1.68,Football,LaLiga,Valencia CF - Real Madrid,Real Madrid - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 6,5",7529841,0.5774,2.3831,0.9691,0.3804,3,7,45,Dynamic,4,1st Half Inj Time decreased,1,-1,"7529841Over 6,5Strong Jolly - Total Corners"
7842913912,0.004710648,502930185,0.01,0.01,2,-3.3,2.65,Football,Premier League,Manchester City - Chelsea,Manchester City - Total Corners,Slight Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 2,5",7532702,1.8312,1.4613,0.9332,0.437,2,7,77,Dynamic,4,1st Half Inj Time decreased,2,-2,"7532702Under 2,5Slight Jolly - Total Corners"
7621596755,0.000613426,700459735,0.01,1,30.866004,-16.35898212,1.53,Football,Liga Profesional de Futbol,Velez Sarsfield - CA Tigre,Total Corners,Total Corners,Total Corners,"Under 12,5",7507097,1.8009,0.7875,0.9736,0.4563,1,5,45,Dynamic,2,1st Half Inj Time decreased,1,-1,"7507097Under 12,5Total Corners"
7906783870,0.014826389,502930185,0.01,0.01,2,2,2.5,Football,Ligue 1,Stade Reims - Angers SCO,Total Corners,Total Corners,Total Corners,"Over 9,5",7557631,1.4627,0.8448,0.9272,0.437,4,6,45,Dynamic,3,1st Half Inj Time increased,1,1,"7557631Over 9,5Total Corners"
7886464395,0.000439815,502930185,0.01,0.01,2,2,6,Football,Bundesliga,RB Leipzig - FC St. Pauli,Total Corners,Total Corners,Total Corners,"Over 9,5",7541321,1.6754,0.9017,0.9449,0.437,1,6,72,Dynamic,3,1st Half Inj Time decreased,2,-2,"7541321Over 9,5Total Corners"
7881053526,0.004675926,502930185,0.01,0.01,2,-1.5,1.75,Football,FA Cup,Leyton Orient - Manchester City,Leyton Orient - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 1,5",7538932,0.46,3.6701,0.9157,0.4707,6,5,50,Dynamic,2,1st Half Inj Time increased,4,4,"7538932Over 1,5Strong Dog - Total Corners"
7757680025,0.022581019,560427565,0.75,0.75,60.545832,-139.2554136,3.3,Football,Premier League,Tottenham Hotspur - Liverpool,Total Corners,Total Corners,Total Corners,"Over 10,5",7521799,1.2018,2.28,0.9213,0.4041,2,7,45,Dynamic,4,1st Half Inj Time decreased,2,-2,"7521799Over 10,5Total Corners"
7934180702,0.005208333,709264158,0.01,1,62,62,2.05,Football,Premier League,Manchester United - Ipswich Town,Manchester United - Total Corners,Slight Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 4,5",7545620,1.3168,0.8863,0.9429,0.437,4,7,75,Dynamic,4,No change in 1st Half Inj Time,0,0,"7545620Under 4,5Slight Jolly - Total Corners"
7809988014,0.032696759,502930185,0.01,0.01,2,2,3.3,Football,Super Lig,Goztepe Izmir - Kasimpasa Istanbul,Total Corners,Total Corners,Total Corners,"Over 14,5",7533489,2.0606,1.2667,0.921,0.5325,2,5,45,Dynamic,2,1st Half Inj Time increased,1,1,"7533489Over 14,5Total Corners"
7942408062,0.01005787,502930185,0.01,0.01,2,2,4.75,Football,Ligue 1,AS Saint-Etienne - OGC Nice,Total Corners,Total Corners,Total Corners,"Over 9,5",7564456,1.1407,1.7603,0.9547,0.4511,3,6,53,Dynamic,3,No change in 1st Half Inj Time,0,0,"7564456Over 9,5Total Corners"
7891923636,0.01537037,706434016,0.01,1,50.105937,50.105937,1.85,Football,UEFA Champions League,Stade Brest 29 - Paris Saint-Germain,Paris Saint-Germain - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 5,5",7556119,0.7493,2.2588,0.9655,0.4603,2,5,35,Dynamic,2,No change in 1st Half Inj Time,0,0,"7556119Over 5,5Strong Jolly - Total Corners"
7812699979,0.020613426,707944551,0.01,1,112.54,112.54,4.5,Football,Premiership,Dundee FC - Celtic FC,Most Corners,Most Corners,Most Corners,Dundee FC,7533653,0.6975,2.5465,0.9832,0.4585,2,5,28,Dynamic,2,1st Half Inj Time decreased,1,-1,7533653Dundee FCMost Corners
7666988710,0.008032407,703415580,0.01,1,50,50,4.2,Football,Bundesliga,Bayer Leverkusen - 1. FC Heidenheim,1. FC Heidenheim - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 0,5",7509332,2.3566,0.5417,0.9192,0.437,5,6,79,Dynamic,3,1st Half Inj Time increased,2,2,"7509332Over 0,5Strong Dog - Total Corners"
7916701799,0.035381944,708089334,0.3,0.3,100.815066,100.815066,2,Football,UEFA Europa League,RSC Anderlecht - Fenerbahce SK,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7559929,1.3282,1.252,0.961,0.4786,2,5,30,Dynamic,2,1st Half Inj Time increased,1,1,"7559929Over 3,51st Half - Total Corners"
7594778934,0.013541667,644026735,0.3,0.3,10.594,10.594,1.75,Football,Copa Libertadores,CA Penarol Montevideo - Botafogo FR RJ,CA Penarol Montevideo - Total Corners,Medium Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 8,5",6563515,1.5797,0.9577,0.9863,0.5332,3,5,47,Dynamic,2,1st Half Inj Time increased,1,1,"6563515Over 8,5Medium Jolly - Total Corners"
7633051358,0.029270833,529398842,0.06,0.06,1.5473165,1.5473165,3.4,Football,Copa do Brasil,CA Mineiro MG - CR Flamengo RJ,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7506937,1.4779,0.9913,0.9436,0.453,2,5,38,Dynamic,2,1st Half Inj Time increased,1,1,"7506937Over 5,51st Half - Total Corners"
7923452223,0.027592593,707800732,0.3,0.3,0.836737,0.836737,6.5,Football,Carioca,CR Flamengo RJ - Marica FC RJ,Total Corners,Total Corners,Total Corners,"Over 16,5",7561121,2.6081,0.2582,0.9125,0.437,2,5,77,Dynamic,2,No change in 1st Half Inj Time,0,0,"7561121Over 16,5Total Corners"
7718575028,0.032291667,703684731,0.01,1,14.9550197,-14.65591931,1.98,Football,Brasileiro Serie A,CA Mineiro MG - CA Paranaense PR,CA Mineiro MG - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 5,5",7522071,1.1181,1.0547,0.9945,0.437,2,5,77,Dynamic,2,No change in 1st Half Inj Time,0,0,"7522071Under 5,5Slight Jolly - Total Corners"
7853716419,0.026909722,646453415,0.01,0.01,1,-1.55,2.55,Football,UEFA Champions League,Aston Villa - Celtic FC,Aston Villa - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 4,5",7542134,1.9912,0.9408,0.972,0.437,3,5,77,Dynamic,2,1st Half Inj Time increased,1,1,"7542134Under 4,5Strong Jolly - Total Corners"
7819560658,0.01587963,708167346,0.01,1,55,-57.75,2.05,Football,Ligue 1,Montpellier HSC - AS Monaco,Total Corners,Total Corners,Total Corners,"Over 18,5",7534334,1.1689,2.4582,0.9406,0.462,3,6,22,Dynamic,3,1st Half Inj Time decreased,1,-1,"7534334Over 18,5Total Corners"
7663941044,0.038020833,703439108,0.01,1,20.32882908,20.32882908,2.05,Football,Pro League,Royal Antwerp FC - FCV Dender EH,Total Corners,Total Corners,Total Corners,"Over 11,5",7503344,2.0427,0.8288,0.9582,0.4441,2,5,8,Dynamic,2,No change in 1st Half Inj Time,0,0,"7503344Over 11,5Total Corners"
7594778445,0.013333333,702709832,0.01,1,10.82034791,-6.27580179,1.58,Football,Copa Libertadores,CA Penarol Montevideo - Botafogo FR RJ,Botafogo FR RJ - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 2,5",6563515,1.5797,0.9577,0.9863,0.5332,3,5,47,Dynamic,2,1st Half Inj Time increased,1,1,"6563515Under 2,5Medium Dog - Total Corners"
7661950516,0.015416667,557366183,0.01,1,49.178391,49.178391,2.05,Football,Brasileiro Serie A,CR Vasco da Gama RJ - SC Internacional RS,CR Vasco da Gama RJ - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 7,5",7511556,1.0272,1.3978,0.9468,0.4417,3,5,59,Dynamic,2,1st Half Inj Time increased,1,1,"7511556Under 7,5Slight Dog - Total Corners"
7854450043,0.014016204,708014597,0.01,0.3,79.5165,-22.26462,1.28,Football,"Liga MX, Clausura",Queretaro FC - CF Pachuca,Total Corners,Total Corners,Total Corners,"Over 11,5",7539166,1.0391,1.4347,0.9486,0.437,3,5,60,Dynamic,2,1st Half Inj Time increased,1,1,"7539166Over 11,5Total Corners"
7882604491,0.028032407,704263092,0.01,0.01,2,-5.5,3.75,Football,Primeira Liga,Benfica Lisbon - Moreirense,Total Corners,Total Corners,Total Corners,"Over 10,5",7543630,2.4321,0.7138,0.9686,0.5287,2,5,38,Dynamic,2,1st Half Inj Time increased,5,5,"7543630Over 10,5Total Corners"
7879028702,0.004409722,708826136,0.01,0.3,48.40002072,-53.24002279,2.1,Football,Ligue 1,Paris Saint-Germain - AS Monaco,AS Monaco FC - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 1,5",7544066,2.4912,1.0541,0.9644,0.4277,1,6,45,Dynamic,3,1st Half Inj Time decreased,2,-2,"7544066Under 1,5Strong Dog - Total Corners"
7832297583,0.012962963,708349563,0.01,1,30,30,2.1,Football,UEFA Champions League,Liverpool - Lille OSC,Total Corners,Total Corners,Total Corners,"Under 5,5",7530339,2.2091,0.6989,0.9722,0.437,2,5,60,Dynamic,2,No change in 1st Half Inj Time,0,0,"7530339Under 5,5Total Corners"
7835278035,0.002604167,707451879,0.01,0.01,0.97282044,-0.7973938,1.82,Football,Paulista Serie A1,AA Ponte Preta SP - Portuguesa de Desportos SP,AA Ponte Preta SP - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 8,5",7536338,1.1901,0.8969,0.9606,0.437,3,5,45,Dynamic,2,1st Half Inj Time increased,1,1,"7536338Over 8,5Slight Jolly - Total Corners"
7874282988,0.011469907,706198700,0.01,0.01,0.8334107,0.8334107,1.87,Football,Paulista Serie A1,Santos FC SP - Botafogo FC SP,Botafogo FC SP - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 5,5",7542315,2.1793,0.8011,0.9815,0.4726,2,5,40,Dynamic,2,1st Half Inj Time increased,4,4,"7542315Over 5,5Strong Dog - Total Corners"
7769322012,0.017488426,420265486,0.3,0.3,40.49114508,-44.54070754,2.1,Football,A-League,Wellington Phoenix FC - Newcastle Jets FC,Newcastle Jets FC - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 8,5",7529181,1.4522,1.253,0.9497,0.449,2,5,24,Dynamic,2,1st Half Inj Time decreased,1,-1,"7529181Over 8,5Slight Dog - Total Corners"
7670435358,0.019143519,703331182,0.01,0.01,2,-2.3,2.15,Football,LaLiga,CA Osasuna - Villarreal CF,CA Osasuna - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 2,5",7510650,1.2266,1.4471,0.9207,0.4274,4,7,24,Dynamic,4,No change in 1st Half Inj Time,0,0,"7510650Under 2,5Slight Dog - Total Corners"
7903196299,0.039409722,708963751,0.3,0.3,1.51593871,1.51593871,5.75,Football,LaLiga,CA Osasuna - Real Madrid,Total Corners,Total Corners,Total Corners,"Under 7,5",7557324,0.8197,1.9499,0.9594,0.437,2,7,80,Dynamic,4,1st Half Inj Time decreased,2,-2,"7557324Under 7,5Total Corners"
7903034075,0.016331019,708833492,0.3,0.3,1.6622135,1.6622135,2,Football,Premier League,Aston Villa - Ipswich Town,Total Corners,Total Corners,Total Corners,"Under 10,5",7540163,2.7551,0.658,0.9576,0.437,4,7,63,Dynamic,4,No change in 1st Half Inj Time,0,0,"7540163Under 10,5Total Corners"
7928418701,0.013206019,707052108,0.01,0.01,0.8336553,0.8336553,1.9,Football,Super Lig,Galatasaray SK - Fenerbahce SK,Most Corners,Most Corners,Most Corners,Galatasaray SK,7561806,1.7827,1.4908,0.9363,0.437,1,5,57,Dynamic,2,1st Half Inj Time decreased,1,-1,7561806Galatasaray SKMost Corners
7789603591,0.03943287,408633504,0.3,0.3,10,-4,1.4,Football,Serie A,AC Monza - Cagliari,Total Corners,Total Corners,Total Corners,"Under 9,5",7531749,1.2851,1.1715,0.9381,0.447,3,6,25,Dynamic,3,1st Half Inj Time decreased,1,-1,"7531749Under 9,5Total Corners"
7693854843,0.040798611,703883644,0.01,1,195,-468,3.4,Football,Premier League,Manchester United - Everton FC,Total Corners,Total Corners,Total Corners,"Under 5,5",7510202,1.6361,0.9681,0.9494,0.437,2,7,70,Dynamic,4,1st Half Inj Time decreased,2,-2,"7510202Under 5,5Total Corners"
7820064770,0.021944444,704902998,0.01,1,16.109825,16.109825,9.75,Football,Ligue 1,Lille OSC - OGC Nice,Most Corners,Most Corners,Most Corners,OGC Nice,7534335,1.506,1.0476,0.9135,0.437,3,6,65,Dynamic,3,No change in 1st Half Inj Time,0,0,7534335OGC NiceMost Corners
7757646692,0.019178241,648634194,0.01,1,30,30,2.1,Football,Premier League,Tottenham Hotspur - Liverpool,Total Corners,Total Corners,Total Corners,"Under 8,5",7521799,1.2018,2.28,0.9213,0.4041,2,7,45,Dynamic,4,1st Half Inj Time decreased,2,-2,"7521799Under 8,5Total Corners"
7749787817,0.010856481,704220202,0.3,0.3,0.77271025,0.77271025,2.15,Football,Super Lig,Eyupspor - Fenerbahce SK,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 7,5",7526630,1.0417,2.0905,0.9635,0.4381,2,5,15,Dynamic,2,1st Half Inj Time increased,3,3,"7526630Over 7,51st Half - Total Corners"
7876624865,0.026875,708100151,0.3,0.3,24.27486958,-13.35117827,1.55,Football,Paulista Serie A1,SE Palmeiras SP - SC Corinthians SP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7542737,1.6324,0.9753,0.9435,0.4449,2,5,6,Dynamic,2,No change in 1st Half Inj Time,0,0,"7542737Over 3,51st Half - Total Corners"
7854449706,0.013888889,708595459,0.01,0.3,7.16501852,-5.37376389,1.75,Football,"Liga MX, Clausura",Queretaro FC - CF Pachuca,Total Corners,Total Corners,Total Corners,"Over 12,5",7539166,1.0391,1.4347,0.9486,0.437,3,5,60,Dynamic,2,1st Half Inj Time increased,1,1,"7539166Over 12,5Total Corners"
7603035421,0.02806713,701927087,0.01,1,159.40421,-183.3148415,2.15,Football,Premier League,Southampton FC - Everton FC,Total Corners,Total Corners,Total Corners,"Under 10,5",6569872,1.3449,1.2949,0.9313,0.437,3,7,81,Dynamic,4,1st Half Inj Time decreased,1,-1,"6569872Under 10,5Total Corners"
7620795317,0.039456019,646024597,0.3,0.3,1.87630137,-0.71299376,1.38,Football,UEFA Europa League,TSG Hoffenheim - Olympique Lyon,Total Corners,Total Corners,Total Corners,"Over 12,5",6573404,1.7968,1.3765,0.9438,0.4407,3,5,45,Dynamic,2,1st Half Inj Time increased,1,1,"6573404Over 12,5Total Corners"
7894877017,0.016122685,512808711,0.3,0.3,20,-26,2.3,Football,UEFA Champions League,Club Brugge - Atalanta BC,Total Corners,Total Corners,Total Corners,"Over 5,5",7556126,1.1663,1.2212,0.9395,0.437,1,5,81,Dynamic,2,1st Half Inj Time decreased,1,-1,"7556126Over 5,5Total Corners"
7900576941,0.029583333,583316169,0.3,0.3,0.64763984,0.64763984,2.05,Football,Premier League,Brighton & Hove Albion - Chelsea,Total Corners,Total Corners,Total Corners,"Over 11,5",7539783,1.2175,1.8187,0.9398,0.437,4,7,82,Dynamic,4,No change in 1st Half Inj Time,0,0,"7539783Over 11,5Total Corners"
7897558838,0.002824074,704263092,0.01,0.01,2,2,3.9,Football,UEFA Conference League,Molde FK - Shamrock Rovers,Total Corners,Total Corners,Total Corners,"Over 7,5",7531347,1.8464,0.4776,0.9701,0.437,2,5,61,Dynamic,2,No change in 1st Half Inj Time,0,0,"7531347Over 7,5Total Corners"
7827094752,0.01099537,708239459,0.01,0.3,26.58121125,26.58121125,2.5,Football,Primeira Liga,CF Estrela da Amadora - SC Braga,Total Corners,Total Corners,Total Corners,"Under 6,5",7535369,0.796,1.6624,0.9593,0.437,1,5,54,Dynamic,2,1st Half Inj Time decreased,1,-1,"7535369Under 6,5Total Corners"
7824342232,0.038969907,708239459,0.01,0.3,72.4942125,-94.24247625,2.3,Football,Paulista Serie A1,Portuguesa de Desportos SP - Gremio Novorizontino SP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 1,5",7534800,0.9226,1.1642,0.9574,0.431,2,5,25,Dynamic,2,1st Half Inj Time increased,1,1,"7534800Under 1,51st Half - Total Corners"
7883184609,0.041053241,708705614,0.01,0.01,2,2,3.9,Football,Serie A,Torino FC - Genoa CFC,Total Corners,Total Corners,Total Corners,"Over 8,5",7544049,1.1454,1.0212,0.9097,0.437,2,6,51,Dynamic,3,1st Half Inj Time decreased,1,-1,"7544049Over 8,5Total Corners"
7614479103,0.02193287,703127643,0.01,0.01,2,2,2.7,Football,UEFA Champions League,Lille OSC - Juventus,Lille OSC - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 0,5",6572299,0.8473,1.4448,0.9548,0.437,3,5,70,Dynamic,2,1st Half Inj Time increased,1,1,"6572299Under 0,5Medium Dog - Total Corners"
7725578100,0.002164352,701610130,0.01,0.3,25,25,2.25,Football,UEFA Europa League,Fenerbahce SK - Athletic Bilbao,Fenerbahce SK - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 3,5",7515861,1.0929,1.1779,0.9227,0.437,2,5,74,Dynamic,2,No change in 1st Half Inj Time,0,0,"7515861Under 3,5Slight Dog - Total Corners"
7801477287,0.009537037,534298677,0.01,1,7,7,2.65,Football,Serie A,SS Lazio - Como 1907,SS Lazio - Total Corners,Slight Dog - Total Corners,Medium Corner Jolly - Total Corners,"Under 5,5",7532513,1.0954,1.2803,0.9455,0.437,1,6,65,Dynamic,3,1st Half Inj Time decreased,2,-2,"7532513Under 5,5Slight Dog - Total Corners"
7921760403,0.027384259,709164563,0.01,0.99,157,-157,2,Football,Serie A,Venezia FC - SS Lazio,Total Corners,Total Corners,Total Corners,"Under 13,5",7560740,0.8176,1.6459,0.9597,0.437,2,6,78,Dynamic,3,1st Half Inj Time decreased,1,-1,"7560740Under 13,5Total Corners"
7845478567,0.011203704,707762694,0.01,1,66.36478595,-51.76463011,1.78,Football,Premier League,Tottenham Hotspur - Leicester City,Leicester City - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 5,5",7533195,2.3207,1.1458,0.9562,0.4502,1,7,58,Dynamic,4,1st Half Inj Time decreased,3,-3,"7533195Under 5,5Strong Dog - Total Corners"
7823208522,0.021851852,510957444,0.3,0.3,2.11359293,2.11359293,1.62,Football,Premier League,Arsenal - Aston Villa,Aston Villa - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 1,5",7531527,1.9437,0.8804,0.9515,0.442,2,7,45,Dynamic,4,1st Half Inj Time decreased,2,-2,"7531527Over 1,5Strong Dog - Total Corners"
7876842147,0.002569444,708381183,0.01,1,31.5905837,31.5905837,4.33,Football,Paulista Serie A1,SE Palmeiras SP - SC Corinthians SP,Total Corners,Total Corners,Total Corners,"Under 9,5",7542737,1.7826,0.8969,0.9435,0.437,2,5,73,Dynamic,2,No change in 1st Half Inj Time,0,0,"7542737Under 9,5Total Corners"
7909745929,0.02912037,704757016,0.01,0.01,0.8351739,-0.8769326,2.05,Football,Liga Profesional de Futbol,CA Platense (ARG) - CA Independiente Avellaneda,Total Corners,Total Corners,Total Corners,"Over 9,5",7562220,0.9317,0.8182,0.9379,0.437,2,5,66,Dynamic,2,No change in 1st Half Inj Time,0,0,"7562220Over 9,5Total Corners"
7594000097,0.012997685,701908595,0.01,0.01,2,-1.96,1.98,Football,EFL Cup,Newcastle United - Chelsea,Newcastle United - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Under 1,5",6567668,1.4748,1.7428,0.9344,0.437,1,5,75,Dynamic,2,1st Half Inj Time decreased,1,-1,"6567668Under 1,5Slight Dog - Total Corners"
7684231020,0.019166667,648794044,0.01,1,56.832951,56.832951,1.98,Football,UEFA Europa League,Manchester United - FK Bodo/Glimt,Manchester United - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 5,5",7507848,2.7803,0.682,0.9674,0.4656,2,5,26,Dynamic,2,1st Half Inj Time decreased,1,-1,"7507848Over 5,5Strong Jolly - Total Corners"
7596681803,0.004490741,702123006,0.01,0.3,27,-35.1,2.3,Football,Serie A,AS Roma - Torino FC,Total Corners,Total Corners,Total Corners,"Under 8,5",6578707,1.4815,0.8148,0.9527,0.437,1,6,62,Dynamic,3,1st Half Inj Time decreased,2,-2,"6578707Under 8,5Total Corners"
